,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,1.59,2.47,5.32,8.31,12.51,15.52,17.06,16.89,14.46,10.26,5.56,2.70
1,0.36,0.36,0.36,0.36,0.36,0.37,0.39,0.37,0.36,0.36,0.38,0.38
