,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-3.79,-2.58,1.64,7.45,12.67,16.58,17.90,17.33,13.51,8.30,3.16,-1.23
1,0.28,0.24,0.12,0.17,0.15,0.12,0.15,0.19,0.15,0.13,0.13,0.19
