,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,22.28,22.21,22.03,20.75,19.22,17.74,17.69,19.35,21.29,22.27,22.74,22.51
1,0.19,0.18,0.18,0.16,0.16,0.20,0.22,0.20,0.18,0.16,0.17,0.20
