,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,23.05,25.11,27.48,28.82,28.50,27.73,27.28,26.98,26.77,26.05,24.67,22.95
1,0.15,0.16,0.18,0.16,0.15,0.16,0.18,0.17,0.16,0.15,0.16,0.17
