,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,21.10,21.87,23.64,24.86,25.58,24.93,24.45,24.61,24.40,23.47,22.40,21.23
1,0.79,0.79,0.80,0.79,0.78,0.79,0.79,0.79,0.79,0.78,0.79,0.80
