,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,2.32,2.75,5.30,8.16,12.34,15.40,16.85,16.93,14.67,10.79,6.43,3.56
1,0.37,0.27,0.21,0.22,0.26,0.34,0.36,0.31,0.26,0.21,0.31,0.42
