Country,Anomaly
Afghanistan,
Albania,-0.287
Algeria,
American Samoa,
Andorra,-0.68
Angola,
Anguilla,
Antarctica,
Antigua and Barbuda,
Argentina,
Armenia,
Aruba,
Australia,
Austria,-0.23600000000000002
Azerbaijan,
Bahamas,
Bahrain,
Bangladesh,
Barbados,
Belarus,0.552
Belgium,-0.608
Belize,
Benin,
Bhutan,
Bolivia,
Bosnia and Herzegovina,-0.26899999999999996
Botswana,
Brazil,
British Virgin Islands,
Bulgaria,-0.078
Burkina Faso,
Burundi,
Cambodia,
Cameroon,
Canada,
Cape Verde,
Cayman Islands,
Central African Republic,
Chad,
Chile,
China,
Colombia,
Comoros,
Congo,
Costa Rica,
Croatia,-0.278
Cuba,
Curaçao,
Cyprus,
Czechia,-0.049
Côte d'Ivoire,
Dem. Rep. Congo,
Denmark,0.028999999999999998
Djibouti,
Dominica,
Dominican Republic,
Ecuador,
Egypt,
El Salvador,
Equatorial Guinea,
Eritrea,
Estonia,0.58
eSwatini,
Ethiopia,
Falkland Islands (Islas Malvinas),
Faroe Islands,0.166
Fiji,
Finland,0.317
France,-0.763
French Guiana,
French Polynesia,
French Southern and Antarctic Lands,
Gabon,
Gambia,
Georgia,
Germany,-0.267
Ghana,
Greece,
Greenland,0.009000000000000001
Grenada,
Guadeloupe,
Guam,
Guatemala,
Guernsey,-0.655
Guinea,
Guinea-Bissau,
Guyana,
Haiti,
Heard Island and McDonald Islands,
Honduras,
Hong Kong,
Hungary,-0.031
Iceland,
India,
Indonesia,
Iran,
Iraq,
Ireland,-0.4
Isle of Man,-0.141
Israel,
Italy,-0.568
Jamaica,
Japan,
Jersey,-0.655
Jordan,
Kazakhstan,
Kenya,
Kiribati,
Kuwait,
Kyrgyzstan,
Laos,
Latvia,0.5920000000000001
Lebanon,
Lesotho,
Liberia,
Libya,
Liechtenstein,-0.528
Lithuania,0.5820000000000001
Luxembourg,-0.5920000000000001
Macau,
Macedonia,-0.228
Madagascar,
Malawi,
Malaysia,
Mali,
Malta,-0.37799999999999995
Martinique,
Mauritania,
Mauritius,-0.402
Mayotte,-0.268
Mexico,
Micronesia,
Moldova,0.198
Monaco,-0.741
Mongolia,
Montenegro,-0.231
Montserrat,
Morocco,
Mozambique,
Myanmar,
Namibia,
Nepal,
Netherlands,-0.45399999999999996
New Caledonia,
New Zealand,
Nicaragua,
Niger,
Nigeria,
Niue,
North Korea,
Northern Mariana Islands,
Norway,0.121
Oman,
Pakistan,
Palau,
Palestina,
Panama,
Papua New Guinea,
Paraguay,
Peru,
Philippines,
Poland,0.41100000000000003
Portugal,-0.835
Puerto Rico,
Qatar,
Reunion,-0.41700000000000004
Romania,0.063
Russia,
Rwanda,
Saint Barthélemy,
Saint Kitts and Nevis,
Saint Lucia,
Saint Martin,
Saint Pierre and Miquelon,-0.384
Saint Vincent and the Grenadines,
Samoa,
San Marino,-0.517
Sao Tome and Principe,
Saudi Arabia,
Senegal,
Serbia,-0.05
Seychelles,
Sierra Leone,
Singapore,
Sint Maarten,
Slovakia,0.10800000000000001
Slovenia,-0.324
Solomon Islands,
Somalia,
South Africa,
South Georgia and the South Sandwich Isla,
South Korea,
Spain,-0.777
Sri Lanka,
Sudan,
Suriname,
Svalbard and Jan Mayen,0.132
Sweden,0.22899999999999998
Switzerland,-0.7120000000000001
Syria,
Taiwan,
Tajikistan,
Tanzania,
Thailand,
Timor-Leste,
Togo,
Tonga,
Trinidad and Tobago,
Tunisia,-0.42200000000000004
Turkey,
Turkmenistan,
Turks and Caicas Islands,
Uganda,
Ukraine,0.299
United Arab Emirates,
United Kingdom,-0.376
United States of America,
Uruguay,
Uzbekistan,
Venezuela,
Vietnam,
Virgin Islands,
Western Sahara,
Yemen,
Zambia,
Zimbabwe,
Åland,0.41100000000000003
Global Land,-0.163
