,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,25.67,25.69,26.16,26.68,27.47,27.51,27.46,27.69,27.74,27.39,27.06,26.14
1,0.20,0.19,0.19,0.18,0.19,0.20,0.20,0.19,0.19,0.18,0.19,0.19
