,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,0.08,-0.27,2.06,5.74,10.72,14.67,16.09,16.12,13.37,9.29,5.12,1.95
1,0.39,0.29,0.27,0.33,0.39,0.42,0.39,0.33,0.29,0.31,0.44,0.50
