,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-5.71,-5.26,-1.37,5.48,11.62,15.85,17.16,16.44,12.08,6.74,1.57,-2.84
1,0.31,0.27,0.26,0.25,0.26,0.29,0.30,0.28,0.27,0.27,0.30,0.34
