,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,23.36,23.49,24.47,25.22,26.27,27.06,27.59,27.71,27.44,26.60,25.54,24.03
1,0.17,0.17,0.17,0.17,0.18,0.18,0.16,0.16,0.16,0.17,0.18,0.18
