,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,9.32,10.43,12.78,16.25,20.33,23.83,25.74,26.09,24.13,20.58,15.60,10.87
1,0.41,0.41,0.41,0.40,0.44,0.44,0.42,0.41,0.39,0.39,0.42,0.41
