,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,27.33,26.89,25.40,21.96,18.06,15.50,14.59,16.09,19.18,22.32,24.95,26.53
1,0.12,0.12,0.10,0.10,0.12,0.13,0.12,0.11,0.10,0.10,0.11,0.12
