,Country,Anomaly,Unc.
0,Afghanistan,-0.121,0.145
1,Albania,0.681,0.146
2,Algeria,0.098,0.148
3,Andorra,0.744,0.208
4,Angola,0.157,0.24
5,Anguilla,0.019,0.118
6,Antarctica,0.437,0.295
7,Antigua and Barb,0.021,0.15
8,Argentina,0.159,0.121
9,Armenia,0.538,0.183
10,Aruba,-0.129,0.172
11,Australia,0.163,0.161
12,Austria,1.018,0.057
13,Azerbaijan,0.65,0.204
14,Bahamas,-0.007,0.164
15,Bahrain,-0.417,0.211
16,Bangladesh,0.078,0.118
17,Barbados,0.133,0.196
18,Belarus,1.641,0.109
19,Belgium,0.865,0.079
20,Belize,0.014,0.164
21,Benin,-0.172,0.197
22,Bhutan,0.232,0.115
23,Bolivia,0.336,0.157
24,Bosnia and Herz,1.001,0.064
25,Botswana,0.203,0.148
26,Brazil,0.221,0.086
27,British Virgin Is,0.046,0.132
28,Bulgaria,0.863,0.121
29,Burkina Faso,-0.271,0.191
30,Burma,0.096,0.055
31,Burundi,0.137,0.154
32,Cambodia,-0.066,0.188
33,Cameroon,-0.082,0.118
34,Canada,0.095,0.1
35,Cayman Is,0.087,0.181
36,Central African Rep,-0.129,0.217
37,Chad,-0.525,0.24
38,Chile,-0.152,0.126
39,China,0.246,0.091
40,Colombia,0.038,0.064
41,Comoros,0.423,0.199
42,Congo,-0.146,0.045
43,Costa Rica,-0.033,0.198
44,Croatia,1.106,0.038
45,Cuba,0.05,0.171
46,Curaçao,-0.15,0.178
47,Cyprus,0.149,0.162
48,Czechia,1.088,0.139
49,Côte d'Ivoire,0.018,0.085
50,Dem. Rep. Congo,0.054,0.075
51,Denmark,1.053,0.137
52,Djibouti,0.088,0.332
53,Dominica,0.038,0.161
54,Dominican Rep,-0.036,0.148
55,Ecuador,-0.154,0.181
56,Egypt,-0.289,0.149
57,El Salvador,-0.087,0.138
58,Eq. Guinea,-0.176,0.122
59,Eritrea,-0.088,0.192
60,Estonia,2.091,0.088
61,Ethiopia,-0.029,0.12
62,Faeroe Is,0.623,0.305
63,Falkland Is,-0.403,0.173
64,Fiji,0.212,0.132
65,Finland,1.999,0.1
66,Fr. Polynesia,-0.108,0.382
67,Fr. S. Antarctic Lands,-0.214,0.292
68,France,0.859,0.084
69,French Guiana,-0.014,0.184
70,Gabon,-0.216,0.123
71,Gambia,-0.064,0.193
72,Gaza Strip,-0.093,0.07
73,Georgia,0.39,0.093
74,Germany,0.998,0.094
75,Ghana,-0.098,0.131
76,Greece,0.527,0.2
77,Greenland,-0.536,0.208
78,Guadeloupe,-0.002,0.112
79,Guam,-0.087,0.147
80,Guatemala,-0.053,0.088
81,Guernsey,0.692,0.072
82,Guinea,-0.229,0.325
83,Guinea-Bissau,-0.048,0.233
84,Guyana,-0.022,0.187
85,Haiti,0.035,0.175
86,Heard I. and McDonald Is,0.001,0.302
87,Honduras,-0.12,0.141
88,Hong Kong,-0.031,0.103
89,Hungary,1.165,0.082
90,Iceland,0.676,0.111
91,India,-0.243,0.095
92,Indonesia,-0.14,0.112
93,Iran,-0.045,0.171
94,Iraq,-0.11,0.124
95,Ireland,0.255,0.105
96,Isle of Man,0.437,0.09
97,Israel,-0.088,0.134
98,Italy,0.845,0.107
99,Jamaica,0.119,0.292
100,Japan,0.699,0.095
101,Jersey,0.692,0.072
102,Jordan,-0.167,0.15
103,Kazakhstan,0.709,0.094
104,Kenya,0.146,0.149
105,Kuwait,-0.328,0.209
106,Kyrgyzstan,0.047,0.102
107,Laos,0.02,0.183
108,Latvia,1.911,0.113
109,Lebanon,-0.002,0.165
110,Lesotho,0.387,0.16
111,Liberia,-0.097,0.127
112,Libya,-0.509,0.253
113,Liechtenstein,1.076,0.078
114,Lithuania,1.71,0.143
115,Luxembourg,0.878,0.069
116,Macao,0.007,0.094
117,Macedonia,0.705,0.148
118,Madagascar,0.574,0.221
119,Malawi,0.302,0.173
120,Malaysia,-0.023,0.057
121,Mali,-0.232,0.153
122,Malta,0.413,0.167
123,Martinique,0.008,0.139
124,Mauritania,0.092,0.12
125,Mauritius,0.434,0.122
126,Mayotte,0.509,0.208
127,Mexico,-0.111,0.095
128,Moldova,1.142,0.113
129,Mongolia,0.177,0.148
130,Montenegro,0.765,0.189
131,Montserrat,-0.005,0.112
132,Morocco,0.599,0.118
133,Mozambique,0.348,0.147
134,Namibia,0.313,0.236
135,Nepal,0.059,0.175
136,Netherlands,0.85,0.102
137,New Caledonia,-0.162,0.15
138,New Zealand,-0.219,0.159
139,Nicaragua,-0.092,0.164
140,Niger,-0.747,0.25
141,Nigeria,-0.193,0.137
142,Niue,0.141,0.179
143,North Korea,0.571,0.183
144,Norway,1.062,0.122
145,Oman,-0.112,0.329
146,Pakistan,-0.322,0.142
147,Palau,-0.25,0.213
148,Palestine,0.083,0.078
149,Panama,-0.074,0.155
150,Papua New Guinea,-0.301,0.192
151,Paraguay,0.58,0.167
152,Peru,0.03,0.096
153,Philippines,-0.121,0.084
154,Poland,1.361,0.104
155,Portugal,0.727,0.131
156,Puerto Rico,0.025,0.063
157,Qatar,-0.302,0.262
158,Reunion,0.566,0.143
159,Romania,1.058,0.128
160,Russia,0.639,0.102
161,Rwanda,0.082,0.233
162,S. Geo. and the Is,-0.207,0.328
163,Saint Lucia,0.109,0.174
164,Samoa,0.08,0.131
165,San Marino,1.021,0.076
166,Saudi Arabia,-0.166,0.404
167,Senegal,-0.101,0.249
168,Serbia,1.031,0.135
169,Seychelles,0.231,0.608
170,Sierra Leone,-0.164,0.191
171,Singapore,-0.034,0.115
172,Slovakia,1.202,0.11
173,Slovenia,1.104,0.072
174,Solomon Is,-0.007,0.204
175,Somalia,0.159,0.358
176,South Africa,0.266,0.123
177,South Korea,0.694,0.097
178,Spain,0.752,0.073
179,Sri Lanka,-0.139,0.142
180,St. Pierre and Miquelon,-0.105,0.097
181,St. Vin. and Gren,0.096,0.162
182,Sudan,-0.31,0.155
183,Suriname,-0.018,0.189
184,Svalbard and Jan Mayen,0.494,0.299
185,Swaziland,0.279,0.187
186,Sweden,1.559,0.101
187,Switzerland,1.006,0.076
188,Syria,-0.065,0.151
189,São Tomé and Principe,-0.131,0.111
190,Taiwan,0.099,0.13
191,Tajikistan,0.017,0.19
192,Tanzania,0.39,0.142
193,Thailand,-0.123,0.095
194,Timor-Leste,-0.273,0.563
195,Togo,-0.092,0.173
196,Tonga,0.242,0.208
197,Trinidad and Tobago,0.144,0.248
198,Tunisia,0.191,0.181
199,Turkey,0.222,0.097
200,Turkmenistan,0.519,0.134
201,Turks and Caicos Is,-0.028,0.111
202,U.S. Virgin Is,0.083,0.071
203,Uganda,-0.008,0.132
204,Ukraine,1.246,0.082
205,United Arab Emirates,-0.199,0.243
206,United Kingdom,0.52,0.105
207,United States,-0.012,0.068
208,Uruguay,0.423,0.092
209,Uzbekistan,0.644,0.129
210,Venezuela,0.06,0.082
211,Vietnam,0.027,0.138
212,W. Sahara,0.405,0.12
213,Yemen,-0.076,0.509
214,Zambia,0.273,0.139
215,Zimbabwe,0.257,0.177
216,Åland,1.775,0.123
