,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,24.17,24.98,26.69,28.03,29.76,31.74,32.48,32.01,30.80,28.20,26.19,24.56
1,1.34,1.31,1.32,1.31,1.32,1.32,1.37,1.37,1.32,1.31,1.33,1.35
