,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,12.16,12.41,13.93,16.70,20.44,24.21,26.43,26.84,24.85,21.55,17.66,13.81
1,0.64,0.64,0.59,0.46,0.54,0.64,0.59,0.57,0.58,0.47,0.49,0.62
