,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,25.38,25.59,26.29,26.82,27.28,26.73,26.55,26.74,26.97,26.80,26.51,25.71
1,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.25,0.25,0.24,0.24
