Country,Anomaly
Afghanistan,
Albania,-0.391
Algeria,
American Samoa,
Andorra,-0.145
Angola,
Anguilla,
Antarctica,
Antigua and Barbuda,
Argentina,
Armenia,
Aruba,
Australia,
Austria,-0.095
Azerbaijan,
Bahamas,
Bahrain,
Bangladesh,
Barbados,
Belarus,-0.052000000000000005
Belgium,-0.204
Belize,
Benin,
Bhutan,
Bolivia,
Bosnia and Herzegovina,-0.188
Botswana,
Brazil,
British Virgin Islands,
Bulgaria,-0.42700000000000005
Burkina Faso,
Burundi,
Cambodia,
Cameroon,
Canada,
Cape Verde,
Cayman Islands,
Central African Republic,
Chad,
Chile,
China,
Colombia,
Comoros,
Congo,
Costa Rica,
Croatia,-0.128
Cuba,
Curaçao,
Cyprus,
Czechia,-0.10400000000000001
Côte d'Ivoire,
Dem. Rep. Congo,
Denmark,-0.077
Djibouti,
Dominica,
Dominican Republic,
Ecuador,
Egypt,
El Salvador,
Equatorial Guinea,
Eritrea,
Estonia,0.145
eSwatini,
Ethiopia,
Falkland Islands (Islas Malvinas),
Faroe Islands,-0.48100000000000004
Fiji,
Finland,-0.009000000000000001
France,-0.129
French Guiana,
French Polynesia,
French Southern and Antarctic Lands,
Gabon,
Gambia,
Georgia,
Germany,-0.124
Ghana,
Greece,-0.594
Greenland,-1.048
Grenada,
Guadeloupe,
Guam,
Guatemala,
Guernsey,-0.231
Guinea,
Guinea-Bissau,
Guyana,
Haiti,
Heard Island and McDonald Islands,
Honduras,
Hong Kong,
Hungary,-0.158
Iceland,
India,
Indonesia,
Iran,
Iraq,
Ireland,-0.433
Isle of Man,-0.33899999999999997
Israel,
Italy,-0.19899999999999998
Jamaica,
Japan,
Jersey,-0.231
Jordan,
Kazakhstan,
Kenya,
Kiribati,
Kuwait,
Kyrgyzstan,
Laos,
Latvia,0.136
Lebanon,
Lesotho,
Liberia,
Libya,
Liechtenstein,-0.051
Lithuania,0.08900000000000001
Luxembourg,-0.16
Macau,
Macedonia,-0.409
Madagascar,
Malawi,
Malaysia,
Mali,
Malta,-0.41200000000000003
Martinique,
Mauritania,
Mauritius,
Mayotte,
Mexico,
Micronesia,
Moldova,-0.315
Monaco,-0.09300000000000001
Mongolia,
Montenegro,-0.282
Montserrat,
Morocco,-0.536
Mozambique,
Myanmar,-1.015
Namibia,
Nepal,
Netherlands,-0.195
New Caledonia,
New Zealand,
Nicaragua,
Niger,
Nigeria,
Niue,
North Korea,
Northern Mariana Islands,
Norway,-0.12300000000000001
Oman,
Pakistan,
Palau,
Palestina,
Panama,
Papua New Guinea,
Paraguay,
Peru,
Philippines,
Poland,-0.098
Portugal,-0.428
Puerto Rico,
Qatar,
Reunion,
Romania,-0.299
Russia,
Rwanda,
Saint Barthélemy,
Saint Kitts and Nevis,
Saint Lucia,
Saint Martin,
Saint Pierre and Miquelon,-1.0959999999999999
Saint Vincent and the Grenadines,
Samoa,
San Marino,-0.096
Sao Tome and Principe,
Saudi Arabia,
Senegal,
Serbia,-0.191
Seychelles,
Sierra Leone,
Singapore,
Sint Maarten,
Slovakia,-0.16699999999999998
Slovenia,-0.08199999999999999
Solomon Islands,
Somalia,
South Africa,
South Georgia and the South Sandwich Isla,
South Korea,
Spain,-0.309
Sri Lanka,-0.787
Sudan,
Suriname,
Svalbard and Jan Mayen,-0.465
Sweden,0.02
Switzerland,-0.102
Syria,
Taiwan,
Tajikistan,
Tanzania,
Thailand,
Timor-Leste,
Togo,
Tonga,
Trinidad and Tobago,
Tunisia,-0.40399999999999997
Turkey,
Turkmenistan,
Turks and Caicas Islands,
Uganda,
Ukraine,-0.353
United Arab Emirates,
United Kingdom,-0.306
United States of America,-0.861
Uruguay,
Uzbekistan,
Venezuela,
Vietnam,
Virgin Islands,
Western Sahara,
Yemen,
Zambia,
Zimbabwe,
Åland,0.21100000000000002
Global Land,-0.7859999999999999
