,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-10.46,-8.92,-1.72,9.05,16.54,21.52,23.85,21.70,15.93,7.23,-0.83,-6.90
1,0.18,0.20,0.13,0.11,0.13,0.13,0.15,0.13,0.11,0.10,0.09,0.10
