Country,Anomaly
Afghanistan,
Albania,-0.746
Algeria,
American Samoa,
Andorra,-0.6629999999999999
Angola,
Anguilla,
Antarctica,
Antigua and Barbuda,
Argentina,
Armenia,
Aruba,
Australia,
Austria,-0.28800000000000003
Azerbaijan,
Bahamas,
Bahrain,
Bangladesh,
Barbados,
Belarus,-0.789
Belgium,-0.466
Belize,
Benin,
Bhutan,
Bolivia,
Bosnia and Herzegovina,-0.518
Botswana,
Brazil,
British Virgin Islands,
Bulgaria,-0.873
Burkina Faso,
Burundi,
Cambodia,
Cameroon,
Canada,
Cape Verde,
Cayman Islands,
Central African Republic,
Chad,
Chile,
China,
Colombia,
Comoros,
Congo,
Costa Rica,
Croatia,-0.434
Cuba,
Curaçao,
Cyprus,
Czechia,-0.342
Côte d'Ivoire,
Dem. Rep. Congo,
Denmark,-0.524
Djibouti,
Dominica,
Dominican Republic,
Ecuador,
Egypt,
El Salvador,
Equatorial Guinea,
Eritrea,
Estonia,-0.9790000000000001
eSwatini,
Ethiopia,
Falkland Islands (Islas Malvinas),
Faroe Islands,-0.972
Fiji,
Finland,-1.18
France,-0.599
French Guiana,
French Polynesia,
French Southern and Antarctic Lands,
Gabon,
Gambia,
Georgia,
Germany,-0.415
Ghana,
Greece,-0.975
Greenland,-1.584
Grenada,
Guadeloupe,
Guam,
Guatemala,
Guernsey,-0.588
Guinea,
Guinea-Bissau,
Guyana,
Haiti,
Heard Island and McDonald Islands,
Honduras,
Hong Kong,
Hungary,-0.494
Iceland,-1.128
India,
Indonesia,
Iran,
Iraq,
Ireland,-0.889
Isle of Man,-0.614
Israel,
Italy,-0.5660000000000001
Jamaica,
Japan,
Jersey,-0.588
Jordan,
Kazakhstan,
Kenya,
Kiribati,
Kuwait,
Kyrgyzstan,
Laos,
Latvia,-0.754
Lebanon,
Lesotho,
Liberia,
Libya,
Liechtenstein,-0.267
Lithuania,-0.55
Luxembourg,-0.5
Macau,
Macedonia,-0.785
Madagascar,
Malawi,
Malaysia,
Mali,
Malta,-0.7390000000000001
Martinique,
Mauritania,
Mauritius,
Mayotte,
Mexico,
Micronesia,
Moldova,-0.9570000000000001
Monaco,-0.628
Mongolia,
Montenegro,-0.634
Montserrat,
Morocco,
Mozambique,
Myanmar,
Namibia,
Nepal,
Netherlands,-0.517
New Caledonia,
New Zealand,
Nicaragua,
Niger,
Nigeria,
Niue,
North Korea,
Northern Mariana Islands,
Norway,-0.883
Oman,
Pakistan,
Palau,
Palestina,
Panama,
Papua New Guinea,
Paraguay,
Peru,
Philippines,
Poland,-0.375
Portugal,-1.06
Puerto Rico,
Qatar,
Reunion,
Romania,-0.7929999999999999
Russia,
Rwanda,
Saint Barthélemy,
Saint Kitts and Nevis,
Saint Lucia,
Saint Martin,
Saint Pierre and Miquelon,-1.511
Saint Vincent and the Grenadines,
Samoa,
San Marino,-0.45899999999999996
Sao Tome and Principe,
Saudi Arabia,
Senegal,
Serbia,-0.491
Seychelles,
Sierra Leone,
Singapore,
Sint Maarten,
Slovakia,-0.499
Slovenia,-0.353
Solomon Islands,
Somalia,
South Africa,
South Georgia and the South Sandwich Isla,
South Korea,
Spain,-0.888
Sri Lanka,
Sudan,
Suriname,
Svalbard and Jan Mayen,-1.215
Sweden,-0.8009999999999999
Switzerland,-0.49200000000000005
Syria,
Taiwan,
Tajikistan,
Tanzania,
Thailand,
Timor-Leste,
Togo,
Tonga,
Trinidad and Tobago,
Tunisia,-0.8440000000000001
Turkey,
Turkmenistan,
Turks and Caicas Islands,
Uganda,
Ukraine,-1.033
United Arab Emirates,
United Kingdom,-0.728
United States of America,
Uruguay,
Uzbekistan,
Venezuela,
Vietnam,
Virgin Islands,
Western Sahara,
Yemen,
Zambia,
Zimbabwe,
Åland,-0.898
Global Land,-1.349
