,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,15.32,17.61,21.70,25.45,29.91,33.00,34.02,33.73,31.27,26.33,21.14,16.38
1,0.62,0.64,0.70,0.61,0.75,0.66,0.66,0.61,0.74,0.67,0.66,0.69
