,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,22.83,22.96,23.15,22.65,21.05,18.77,18.57,20.46,22.81,23.50,23.13,22.79
1,0.22,0.21,0.19,0.20,0.21,0.23,0.27,0.24,0.19,0.18,0.19,0.20
