,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,23.64,23.85,24.54,25.11,25.99,26.72,27.15,27.36,27.18,26.57,25.76,24.35
1,0.25,0.25,0.27,0.29,0.27,0.24,0.24,0.24,0.25,0.26,0.26,0.26
