Country,Anomaly
Afghanistan,
Albania,-0.7609999999999999
Algeria,-0.41700000000000004
American Samoa,
Andorra,-0.27699999999999997
Angola,
Anguilla,-0.715
Antarctica,
Antigua and Barbuda,-0.711
Argentina,-0.728
Armenia,-0.512
Aruba,-0.611
Australia,
Austria,-0.503
Azerbaijan,-0.446
Bahamas,-0.322
Bahrain,
Bangladesh,-0.19899999999999998
Barbados,-0.55
Belarus,-0.055
Belgium,-0.312
Belize,-0.47200000000000003
Benin,-0.35
Bhutan,-0.062
Bolivia,-0.622
Bosnia and Herzegovina,-0.638
Botswana,
Brazil,
British Virgin Islands,-0.73
Bulgaria,-0.502
Burkina Faso,-0.414
Burundi,
Cambodia,-0.102
Cameroon,
Canada,-0.43
Cape Verde,-0.602
Cayman Islands,-0.29
Central African Republic,
Chad,
Chile,-0.633
China,0.21
Colombia,
Comoros,
Congo,-0.33799999999999997
Costa Rica,
Croatia,-0.5720000000000001
Cuba,-0.489
Curaçao,-0.72
Cyprus,-0.637
Czechia,-0.359
Côte d'Ivoire,-0.6629999999999999
Dem. Rep. Congo,
Denmark,0.021
Djibouti,
Dominica,-0.603
Dominican Republic,-0.665
Ecuador,
Egypt,-0.611
El Salvador,
Equatorial Guinea,-0.327
Eritrea,
Estonia,0.187
eSwatini,-0.363
Ethiopia,
Falkland Islands (Islas Malvinas),-0.215
Faroe Islands,-0.612
Fiji,
Finland,0.16899999999999998
France,-0.26899999999999996
French Guiana,-0.34
French Polynesia,
French Southern and Antarctic Lands,
Gabon,-0.317
Gambia,-0.5870000000000001
Georgia,-0.534
Germany,-0.21899999999999997
Ghana,-0.429
Greece,-0.797
Greenland,-0.7829999999999999
Grenada,-0.568
Guadeloupe,-0.638
Guam,
Guatemala,
Guernsey,-0.09
Guinea,-0.5920000000000001
Guinea-Bissau,-0.603
Guyana,-0.43700000000000006
Haiti,-0.634
Heard Island and McDonald Islands,
Honduras,-0.474
Hong Kong,-0.171
Hungary,-0.48200000000000004
Iceland,-0.875
India,-0.264
Indonesia,-0.516
Iran,-0.23
Iraq,-0.43200000000000005
Ireland,-0.198
Isle of Man,-0.105
Israel,-0.5870000000000001
Italy,-0.619
Jamaica,-0.621
Japan,-0.515
Jersey,-0.09
Jordan,-0.5529999999999999
Kazakhstan,0.242
Kenya,
Kiribati,
Kuwait,-0.316
Kyrgyzstan,0.102
Laos,0.066
Latvia,0.047
Lebanon,-0.569
Lesotho,
Liberia,-0.5660000000000001
Libya,-0.615
Liechtenstein,-0.483
Lithuania,-0.11
Luxembourg,-0.344
Macau,-0.156
Macedonia,-0.7240000000000001
Madagascar,
Malawi,
Malaysia,-0.435
Mali,-0.408
Malta,-0.682
Martinique,-0.5760000000000001
Mauritania,-0.419
Mauritius,
Mayotte,
Mexico,-0.5489999999999999
Micronesia,
Moldova,-0.213
Monaco,-0.524
Mongolia,0.7120000000000001
Montenegro,-0.677
Montserrat,-0.654
Morocco,-0.34
Mozambique,
Myanmar,-0.308
Namibia,
Nepal,-0.204
Netherlands,-0.204
New Caledonia,-0.33899999999999997
New Zealand,-0.6890000000000001
Nicaragua,
Niger,
Nigeria,
Niue,
North Korea,-0.17
Northern Mariana Islands,
Norway,-0.17800000000000002
Oman,
Pakistan,
Palau,
Palestina,-0.513
Panama,
Papua New Guinea,
Paraguay,-0.7290000000000001
Peru,
Philippines,
Poland,-0.166
Portugal,-0.14300000000000002
Puerto Rico,-0.753
Qatar,
Reunion,
Romania,-0.402
Russia,0.565
Rwanda,
Saint Barthélemy,-0.7140000000000001
Saint Kitts and Nevis,-0.725
Saint Lucia,-0.595
Saint Martin,-0.715
Saint Pierre and Miquelon,-1.045
Saint Vincent and the Grenadines,-0.622
Samoa,
San Marino,-0.503
Sao Tome and Principe,-0.498
Saudi Arabia,
Senegal,-0.583
Serbia,-0.634
Seychelles,
Sierra Leone,-0.619
Singapore,-0.667
Sint Maarten,-0.715
Slovakia,-0.41600000000000004
Slovenia,-0.519
Solomon Islands,
Somalia,
South Africa,-0.45299999999999996
South Georgia and the South Sandwich Isla,
South Korea,-0.43200000000000005
Spain,-0.11699999999999999
Sri Lanka,-0.33399999999999996
Sudan,
Suriname,
Svalbard and Jan Mayen,-0.162
Sweden,0.016
Switzerland,-0.43799999999999994
Syria,-0.544
Taiwan,-0.049
Tajikistan,
Tanzania,
Thailand,-0.157
Timor-Leste,
Togo,-0.391
Tonga,
Trinidad and Tobago,-0.588
Tunisia,-0.5379999999999999
Turkey,-0.5479999999999999
Turkmenistan,-0.13
Turks and Caicas Islands,-0.581
Uganda,
Ukraine,-0.142
United Arab Emirates,
United Kingdom,-0.21
United States of America,0.059000000000000004
Uruguay,-1.062
Uzbekistan,-0.033
Venezuela,-0.588
Vietnam,0.057
Virgin Islands,-0.758
Western Sahara,-0.397
Yemen,
Zambia,
Zimbabwe,
Åland,0.083
Global Land,-0.185
