Country,Anomaly
Afghanistan,
Albania,-0.517
Algeria,-0.48100000000000004
American Samoa,
Andorra,-0.512
Angola,
Anguilla,-0.825
Antarctica,
Antigua and Barbuda,-0.69
Argentina,
Armenia,-0.446
Aruba,-0.8390000000000001
Australia,
Austria,-0.634
Azerbaijan,-0.44799999999999995
Bahamas,-0.768
Bahrain,
Bangladesh,
Barbados,-0.7
Belarus,-0.35
Belgium,-0.524
Belize,-0.764
Benin,
Bhutan,
Bolivia,
Bosnia and Herzegovina,-0.5479999999999999
Botswana,
Brazil,
British Virgin Islands,-0.828
Bulgaria,-0.40299999999999997
Burkina Faso,
Burundi,
Cambodia,
Cameroon,
Canada,-0.47600000000000003
Cape Verde,
Cayman Islands,-0.784
Central African Republic,
Chad,
Chile,
China,-0.58
Colombia,
Comoros,
Congo,
Costa Rica,
Croatia,-0.589
Cuba,-0.6940000000000001
Curaçao,-0.804
Cyprus,-0.49
Czechia,-0.6890000000000001
Côte d'Ivoire,
Dem. Rep. Congo,
Denmark,-0.502
Djibouti,
Dominica,-0.6970000000000001
Dominican Republic,-0.693
Ecuador,
Egypt,
El Salvador,
Equatorial Guinea,
Eritrea,
Estonia,-0.359
eSwatini,
Ethiopia,
Falkland Islands (Islas Malvinas),
Faroe Islands,-0.428
Fiji,
Finland,-0.363
France,-0.486
French Guiana,-0.777
French Polynesia,
French Southern and Antarctic Lands,
Gabon,
Gambia,
Georgia,-0.449
Germany,-0.607
Ghana,
Greece,-0.532
Greenland,-0.7290000000000001
Grenada,-0.7040000000000001
Guadeloupe,-0.823
Guam,
Guatemala,
Guernsey,-0.33899999999999997
Guinea,
Guinea-Bissau,
Guyana,-0.6970000000000001
Haiti,-0.6920000000000001
Heard Island and McDonald Islands,
Honduras,
Hong Kong,-0.7020000000000001
Hungary,-0.58
Iceland,-0.49
India,
Indonesia,
Iran,
Iraq,-0.465
Ireland,-0.467
Isle of Man,-0.4
Israel,-0.535
Italy,-0.614
Jamaica,-0.6970000000000001
Japan,
Jersey,-0.33899999999999997
Jordan,-0.544
Kazakhstan,-0.609
Kenya,
Kiribati,
Kuwait,
Kyrgyzstan,
Laos,
Latvia,-0.364
Lebanon,-0.491
Lesotho,
Liberia,
Libya,
Liechtenstein,-0.557
Lithuania,-0.374
Luxembourg,-0.536
Macau,-0.706
Macedonia,-0.49200000000000005
Madagascar,
Malawi,
Malaysia,
Mali,
Malta,-0.44299999999999995
Martinique,-0.816
Mauritania,
Mauritius,-0.627
Mayotte,-0.685
Mexico,-0.785
Micronesia,
Moldova,-0.405
Monaco,-0.645
Mongolia,-0.64
Montenegro,-0.49200000000000005
Montserrat,-0.8240000000000001
Morocco,-0.42
Mozambique,
Myanmar,-0.74
Namibia,
Nepal,
Netherlands,-0.579
New Caledonia,
New Zealand,-0.389
Nicaragua,
Niger,
Nigeria,
Niue,
North Korea,-0.6859999999999999
Northern Mariana Islands,
Norway,-0.381
Oman,
Pakistan,
Palau,
Palestina,
Panama,
Papua New Guinea,
Paraguay,
Peru,
Philippines,
Poland,-0.523
Portugal,-0.47
Puerto Rico,-0.693
Qatar,
Reunion,-0.71
Romania,-0.428
Russia,-0.36200000000000004
Rwanda,
Saint Barthélemy,-0.725
Saint Kitts and Nevis,-0.695
Saint Lucia,-0.705
Saint Martin,-0.825
Saint Pierre and Miquelon,-1.095
Saint Vincent and the Grenadines,-0.708
Samoa,
San Marino,-0.644
Sao Tome and Principe,
Saudi Arabia,
Senegal,
Serbia,-0.504
Seychelles,
Sierra Leone,
Singapore,
Sint Maarten,-0.825
Slovakia,-0.608
Slovenia,-0.622
Solomon Islands,
Somalia,
South Africa,
South Georgia and the South Sandwich Isla,
South Korea,-0.74
Spain,-0.449
Sri Lanka,-0.499
Sudan,
Suriname,-0.6829999999999999
Svalbard and Jan Mayen,-0.359
Sweden,-0.359
Switzerland,-0.605
Syria,-0.48200000000000004
Taiwan,-0.624
Tajikistan,
Tanzania,
Thailand,-0.612
Timor-Leste,
Togo,
Tonga,
Trinidad and Tobago,-0.7
Tunisia,-0.431
Turkey,-0.455
Turkmenistan,-0.49
Turks and Caicas Islands,-0.809
Uganda,
Ukraine,-0.34
United Arab Emirates,
United Kingdom,-0.518
United States of America,-0.63
Uruguay,
Uzbekistan,-0.563
Venezuela,-0.7240000000000001
Vietnam,
Virgin Islands,-0.6859999999999999
Western Sahara,
Yemen,
Zambia,
Zimbabwe,
Åland,-0.37799999999999995
Global Land,-0.54
