Country,Anomaly
Afghanistan,
Albania,-0.231
Algeria,-0.408
American Samoa,
Andorra,0.013000000000000001
Angola,
Anguilla,
Antarctica,
Antigua and Barbuda,
Argentina,
Armenia,
Aruba,
Australia,
Austria,0.083
Azerbaijan,
Bahamas,
Bahrain,
Bangladesh,-1.392
Barbados,
Belarus,-0.3
Belgium,0.256
Belize,
Benin,
Bhutan,-1.177
Bolivia,
Bosnia and Herzegovina,-0.067
Botswana,
Brazil,
British Virgin Islands,
Bulgaria,-0.21899999999999997
Burkina Faso,
Burundi,
Cambodia,
Cameroon,
Canada,
Cape Verde,
Cayman Islands,
Central African Republic,
Chad,
Chile,
China,
Colombia,
Comoros,
Congo,
Costa Rica,
Croatia,-0.028999999999999998
Cuba,
Curaçao,
Cyprus,
Czechia,0.14300000000000002
Côte d'Ivoire,
Dem. Rep. Congo,
Denmark,-0.094
Djibouti,
Dominica,
Dominican Republic,
Ecuador,
Egypt,
El Salvador,
Equatorial Guinea,
Eritrea,
Estonia,-0.5329999999999999
eSwatini,
Ethiopia,
Falkland Islands (Islas Malvinas),
Faroe Islands,-0.8140000000000001
Fiji,
Finland,-0.897
France,0.15
French Guiana,
French Polynesia,
French Southern and Antarctic Lands,
Gabon,
Gambia,
Georgia,
Germany,0.126
Ghana,
Greece,-0.396
Greenland,-1.865
Grenada,
Guadeloupe,
Guam,
Guatemala,
Guernsey,0.152
Guinea,
Guinea-Bissau,
Guyana,
Haiti,
Heard Island and McDonald Islands,
Honduras,
Hong Kong,
Hungary,0.025
Iceland,
India,-1.159
Indonesia,
Iran,
Iraq,
Ireland,-0.079
Isle of Man,-0.172
Israel,
Italy,-0.113
Jamaica,
Japan,
Jersey,0.152
Jordan,
Kazakhstan,
Kenya,
Kiribati,
Kuwait,
Kyrgyzstan,
Laos,
Latvia,-0.455
Lebanon,
Lesotho,
Liberia,
Libya,
Liechtenstein,0.172
Lithuania,-0.402
Luxembourg,0.214
Macau,
Macedonia,-0.233
Madagascar,
Malawi,
Malaysia,
Mali,
Malta,-0.262
Martinique,
Mauritania,
Mauritius,
Mayotte,
Mexico,
Micronesia,
Moldova,-0.17800000000000002
Monaco,-0.053
Mongolia,
Montenegro,-0.135
Montserrat,
Morocco,-0.278
Mozambique,
Myanmar,-1.4380000000000002
Namibia,
Nepal,-1.1909999999999998
Netherlands,0.183
New Caledonia,
New Zealand,
Nicaragua,
Niger,
Nigeria,
Niue,
North Korea,
Northern Mariana Islands,
Norway,-0.535
Oman,
Pakistan,
Palau,
Palestina,
Panama,
Papua New Guinea,
Paraguay,
Peru,
Philippines,
Poland,-0.149
Portugal,-0.036000000000000004
Puerto Rico,
Qatar,
Reunion,
Romania,-0.136
Russia,
Rwanda,
Saint Barthélemy,
Saint Kitts and Nevis,
Saint Lucia,
Saint Martin,
Saint Pierre and Miquelon,-1.725
Saint Vincent and the Grenadines,
Samoa,
San Marino,-0.033
Sao Tome and Principe,
Saudi Arabia,
Senegal,
Serbia,-0.064
Seychelles,
Sierra Leone,
Singapore,
Sint Maarten,
Slovakia,0.028999999999999998
Slovenia,-0.032
Solomon Islands,
Somalia,
South Africa,
South Georgia and the South Sandwich Isla,
South Korea,
Spain,0.005
Sri Lanka,-0.9490000000000001
Sudan,
Suriname,
Svalbard and Jan Mayen,-1.069
Sweden,-0.5660000000000001
Switzerland,0.068
Syria,
Taiwan,
Tajikistan,
Tanzania,
Thailand,
Timor-Leste,
Togo,
Tonga,
Trinidad and Tobago,
Tunisia,-0.262
Turkey,
Turkmenistan,
Turks and Caicas Islands,
Uganda,
Ukraine,-0.188
United Arab Emirates,
United Kingdom,0.016
United States of America,-0.9620000000000001
Uruguay,
Uzbekistan,
Venezuela,
Vietnam,
Virgin Islands,
Western Sahara,
Yemen,
Zambia,
Zimbabwe,
Åland,-0.484
Global Land,-0.584
