,Country,Anomaly,Unc.
0,Afghanistan,0.496,0.221
1,Albania,-0.981,0.317
2,Algeria,-0.027999999999999997,0.259
3,American Samoa,-0.19699999999999998,0.44
4,Andorra,-0.531,0.2
5,Angola,0.026000000000000002,0.8640000000000001
6,Anguilla,-0.5920000000000001,0.175
7,Antarctica,,
8,Antigua and Barbuda,-0.526,0.255
9,Argentina,-0.207,0.162
10,Armenia,-0.177,0.217
11,Aruba,-0.528,0.321
12,Australia,0.512,0.168
13,Austria,-0.565,0.091
14,Azerbaijan,0.064,0.174
15,Bahamas,-0.44299999999999995,0.149
16,Bahrain,-0.179,0.344
17,Bangladesh,-0.5870000000000001,0.228
18,Barbados,-0.46799999999999997,0.24100000000000002
19,Belarus,0.49700000000000005,0.161
20,Belgium,0.05,0.21899999999999997
21,Belize,-0.631,0.34
22,Benin,0.406,0.141
23,Bhutan,-0.5539999999999999,0.259
24,Bolivia,0.065,0.31
25,Bosnia and Herzegovina,-1.103,0.258
26,Botswana,0.39,0.604
27,Brazil,0.16399999999999998,0.306
28,British Virgin Islands,-0.613,0.155
29,Bulgaria,-0.9590000000000001,0.19899999999999998
30,Burkina Faso,0.40700000000000003,0.14400000000000002
31,Burundi,0.057999999999999996,0.40700000000000003
32,Cambodia,-0.048,0.21899999999999997
33,Cameroon,0.242,0.384
34,Canada,-0.406,0.379
35,Cape Verde,-0.5429999999999999,0.44
36,Cayman Islands,-0.363,0.22399999999999998
37,Central African Republic,0.537,0.637
38,Chad,0.5820000000000001,0.431
39,Chile,-0.154,0.183
40,China,0.166,0.16899999999999998
41,Colombia,-0.297,0.348
42,Comoros,-0.225,0.409
43,Congo,-0.026000000000000002,0.67
44,Costa Rica,-0.418,0.373
45,Croatia,-1.0,0.171
46,Cuba,-0.491,0.18600000000000003
47,Curaçao,-0.528,0.302
48,Cyprus,-0.7140000000000001,0.21
49,Czechia,-0.23399999999999999,0.2
50,Côte d'Ivoire,0.017,0.48100000000000004
51,Dem. Rep. Congo,0.154,0.55
52,Denmark,0.9420000000000001,0.161
53,Djibouti,-0.11599999999999999,0.358
54,Dominica,-0.475,0.25
55,Dominican Republic,-0.418,0.313
56,Ecuador,-0.19699999999999998,0.41
57,Egypt,-0.545,0.209
58,El Salvador,-0.6559999999999999,0.45899999999999996
59,Equatorial Guinea,-0.039,0.547
60,Eritrea,-0.125,0.258
61,Estonia,0.513,0.245
62,eSwatini,0.258,0.207
63,Ethiopia,-0.07200000000000001,0.48100000000000004
64,Falkland Islands (Islas Malvinas),-0.244,0.263
65,Faroe Islands,0.038,0.244
66,Fiji,-0.562,0.836
67,Finland,0.13699999999999998,0.19699999999999998
68,France,-0.31,0.172
69,French Guiana,-0.242,0.42700000000000005
70,French Polynesia,-0.21600000000000003,0.409
