,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-0.08,0.98,4.37,10.07,15.91,19.94,22.96,22.53,18.20,12.22,6.77,2.18
1,0.40,0.35,0.31,0.31,0.32,0.36,0.40,0.42,0.37,0.31,0.32,0.40
