,Country,Anomaly,Unc.
0,Afghanistan,-0.584,0.156
1,Albania,-0.213,0.237
2,Algeria,0.144,0.306
3,Andorra,-0.074,0.226
4,Angola,0.179,0.732
5,Anguilla,-0.392,0.168
6,Antarctica,,
7,Antigua and Barb,-0.34,0.268
8,Argentina,-0.902,0.183
9,Armenia,0.637,0.767
10,Aruba,-0.283,0.269
11,Australia,-0.333,0.209
12,Austria,-0.659,0.233
13,Azerbaijan,0.347,0.322
14,Bahamas,0.17,0.337
15,Bahrain,0.462,0.532
16,Bangladesh,0.073,0.132
17,Barbados,-0.202,0.32
18,Belarus,-0.637,0.284
19,Belgium,-0.665,0.207
20,Belize,-0.531,0.27
21,Benin,0.394,0.248
22,Bhutan,0.057,0.19
23,Bolivia,-0.508,0.258
24,Bosnia and Herz,-0.55,0.211
25,Botswana,-0.247,0.422
26,Brazil,-0.504,0.154
27,British Virgin Is,-0.4,0.139
28,Bulgaria,-0.074,0.271
29,Burkina Faso,0.247,0.591
30,Burma,0.063,0.286
31,Burundi,-0.13,0.219
32,Cambodia,-0.519,0.425
33,Cameroon,0.164,0.225
34,Canada,0.4,0.258
35,Cayman Is,0.06,0.131
36,Central African Rep,-0.001,0.295
37,Chad,0.042,0.284
38,Chile,-0.53,0.218
39,China,-0.129,0.21
40,Colombia,-0.54,0.146
41,Comoros,-0.057,0.261
42,Congo,0.297,0.249
43,Costa Rica,-0.37,0.254
44,Croatia,-0.552,0.215
45,Cuba,0.007,0.183
46,Curaçao,-0.313,0.292
47,Cyprus,0.18,0.337
48,Czechia,-1.027,0.116
49,Côte d'Ivoire,-0.093,0.686
50,Dem. Rep. Congo,0.08,0.227
51,Denmark,-1.036,0.266
52,Djibouti,0.185,0.369
53,Dominica,-0.222,0.246
54,Dominican Rep,-0.225,0.202
55,Ecuador,-0.425,0.256
56,Egypt,-0.015,0.187
57,El Salvador,-0.349,0.228
58,Eq. Guinea,0.192,0.444
59,Eritrea,0.129,0.253
60,Estonia,-0.212,0.219
61,Ethiopia,0.147,0.312
62,Faeroe Is,-0.425,0.237
63,Falkland Is,-0.398,0.305
64,Fiji,-0.505,0.913
65,Finland,0.037,0.26
66,Fr. Polynesia,-0.072,0.415
67,Fr. S. Antarctic Lands,,
68,France,-0.295,0.201
69,French Guiana,-0.532,0.157
70,Gabon,0.175,0.616
71,Gambia,-0.019,0.477
72,Gaza Strip,0.052,0.149
73,Georgia,0.386,0.66
74,Germany,-0.908,0.234
75,Ghana,0.116,0.471
76,Greece,-0.068,0.234
77,Greenland,-0.071,0.65
78,Guadeloupe,-0.338,0.162
79,Guam,-0.51,0.234
80,Guatemala,-0.443,0.234
81,Guernsey,-0.395,0.209
82,Guinea,-0.064,0.8
83,Guinea-Bissau,-0.08,0.568
84,Guyana,-0.568,0.188
85,Haiti,-0.162,0.228
86,Heard I. and McDonald Is,,
87,Honduras,-0.354,0.21
88,Hong Kong,-0.266,0.152
89,Hungary,-0.725,0.276
