,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,8.50,9.36,11.14,12.91,15.96,18.97,21.48,21.36,19.54,15.77,11.51,8.78
1,0.25,0.25,0.25,0.25,0.25,0.27,0.28,0.28,0.24,0.24,0.25,0.25
