,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,24.93,25.06,25.50,26.08,27.07,27.70,27.78,27.94,27.80,27.25,26.59,25.46
1,0.41,0.41,0.41,0.43,0.43,0.41,0.42,0.41,0.41,0.41,0.42,0.41
