,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,26.76,26.86,27.07,27.09,27.31,27.20,27.37,27.49,27.38,27.28,27.26,26.88
1,0.36,0.50,0.47,0.41,0.40,0.37,0.38,0.44,0.35,0.47,0.46,0.41
