,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,26.08,26.19,26.02,24.78,23.28,21.64,20.88,20.67,21.27,22.18,23.94,25.33
1,0.58,0.59,0.59,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58
