,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,12.59,15.23,18.69,22.37,27.13,31.44,33.35,32.83,29.62,23.80,17.94,13.19
1,0.34,0.31,0.26,0.25,0.27,0.28,0.30,0.32,0.29,0.25,0.25,0.31
