,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,23.77,23.70,24.12,24.75,25.96,26.82,27.05,27.16,27.04,26.58,25.82,24.52
1,0.34,0.35,0.36,0.35,0.35,0.34,0.35,0.34,0.35,0.35,0.34,0.35
