,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,6.78,8.86,12.37,17.02,22.22,26.65,29.14,28.99,25.66,20.24,13.54,8.17
1,0.20,0.21,0.19,0.17,0.17,0.18,0.17,0.21,0.21,0.19,0.20,0.19
