Country,Anomaly
Afghanistan,
Albania,-0.794
Algeria,
American Samoa,
Andorra,-0.607
Angola,
Anguilla,
Antarctica,
Antigua and Barbuda,
Argentina,
Armenia,
Aruba,
Australia,
Austria,-0.33399999999999996
Azerbaijan,
Bahamas,
Bahrain,
Bangladesh,
Barbados,
Belarus,-0.737
Belgium,-0.308
Belize,
Benin,
Bhutan,
Bolivia,
Bosnia and Herzegovina,-0.578
Botswana,
Brazil,
British Virgin Islands,
Bulgaria,-0.895
Burkina Faso,
Burundi,
Cambodia,
Cameroon,
Canada,
Cape Verde,
Cayman Islands,
Central African Republic,
Chad,
Chile,
China,
Colombia,
Comoros,
Congo,
Costa Rica,
Croatia,-0.49200000000000005
Cuba,
Curaçao,
Cyprus,
Czechia,-0.389
Côte d'Ivoire,
Dem. Rep. Congo,
Denmark,-0.19399999999999998
Djibouti,
Dominica,
Dominican Republic,
Ecuador,
Egypt,
El Salvador,
Equatorial Guinea,
Eritrea,
Estonia,-0.674
eSwatini,
Ethiopia,
Falkland Islands (Islas Malvinas),
Faroe Islands,-0.899
Fiji,
Finland,-0.8370000000000001
France,-0.503
French Guiana,
French Polynesia,
French Southern and Antarctic Lands,
Gabon,
Gambia,
Georgia,
Germany,-0.21100000000000002
Ghana,
Greece,
Greenland,
Grenada,
Guadeloupe,
Guam,
Guatemala,
Guernsey,-0.617
Guinea,
Guinea-Bissau,
Guyana,
Haiti,
Heard Island and McDonald Islands,
Honduras,
Hong Kong,
Hungary,-0.56
Iceland,
India,
Indonesia,
Iran,
Iraq,
Ireland,-0.779
Isle of Man,-0.594
Israel,
Italy,-0.545
Jamaica,
Japan,
Jersey,-0.617
Jordan,
Kazakhstan,
Kenya,
Kiribati,
Kuwait,
Kyrgyzstan,
Laos,
Latvia,-0.589
Lebanon,
Lesotho,
Liberia,
Libya,
Liechtenstein,-0.289
Lithuania,-0.529
Luxembourg,-0.304
Macau,
Macedonia,-0.83
Madagascar,
Malawi,
Malaysia,
Mali,
Malta,
Martinique,
Mauritania,
Mauritius,
Mayotte,
Mexico,
Micronesia,
Moldova,-0.9329999999999999
Monaco,-0.46299999999999997
Mongolia,
Montenegro,-0.6890000000000001
Montserrat,
Morocco,
Mozambique,
Myanmar,
Namibia,
Nepal,
Netherlands,-0.248
New Caledonia,
New Zealand,
Nicaragua,
Niger,
Nigeria,
Niue,
North Korea,
Northern Mariana Islands,
Norway,-0.6509999999999999
Oman,
Pakistan,
Palau,
Palestina,
Panama,
Papua New Guinea,
Paraguay,
Peru,
Philippines,
Poland,-0.39799999999999996
Portugal,
Puerto Rico,
Qatar,
Reunion,
Romania,-0.8190000000000001
Russia,
Rwanda,
Saint Barthélemy,
Saint Kitts and Nevis,
Saint Lucia,
Saint Martin,
Saint Pierre and Miquelon,-1.7
Saint Vincent and the Grenadines,
Samoa,
San Marino,-0.469
Sao Tome and Principe,
Saudi Arabia,
Senegal,
Serbia,-0.805
Seychelles,
Sierra Leone,
Singapore,
Sint Maarten,
Slovakia,-0.5379999999999999
Slovenia,-0.40299999999999997
Solomon Islands,
Somalia,
South Africa,
South Georgia and the South Sandwich Isla,
South Korea,
Spain,
Sri Lanka,
Sudan,
Suriname,
Svalbard and Jan Mayen,
Sweden,-0.507
Switzerland,-0.38299999999999995
Syria,
Taiwan,
Tajikistan,
Tanzania,
Thailand,
Timor-Leste,
Togo,
Tonga,
Trinidad and Tobago,
Tunisia,
Turkey,
Turkmenistan,
Turks and Caicas Islands,
Uganda,
Ukraine,-0.9670000000000001
United Arab Emirates,
United Kingdom,-0.593
United States of America,
Uruguay,
Uzbekistan,
Venezuela,
Vietnam,
Virgin Islands,
Western Sahara,
Yemen,
Zambia,
Zimbabwe,
Åland,-0.41100000000000003
Global Land,-1.212
