,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,26.04,26.27,26.51,26.61,26.54,25.81,25.18,25.02,25.37,25.62,26.07,26.07
1,1.06,1.05,1.05,1.05,1.05,1.05,1.06,1.06,1.05,1.06,1.05,1.05
