,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,12.13,13.74,15.82,17.26,20.34,23.20,26.28,26.46,23.96,19.98,15.96,12.33
1,0.23,0.20,0.20,0.20,0.19,0.21,0.23,0.20,0.21,0.19,0.19,0.22
