Country,Anomaly
Afghanistan,
Albania,-0.649
Algeria,
American Samoa,
Andorra,-0.647
Angola,
Anguilla,
Antarctica,
Antigua and Barbuda,
Argentina,
Armenia,
Aruba,
Australia,
Austria,-0.7070000000000001
Azerbaijan,
Bahamas,
Bahrain,
Bangladesh,
Barbados,
Belarus,-0.23600000000000002
Belgium,-0.785
Belize,
Benin,
Bhutan,
Bolivia,
Bosnia and Herzegovina,-0.65
Botswana,
Brazil,
British Virgin Islands,
Bulgaria,
Burkina Faso,
Burundi,
Cambodia,
Cameroon,
Canada,
Cape Verde,
Cayman Islands,
Central African Republic,
Chad,
Chile,
China,
Colombia,
Comoros,
Congo,
Costa Rica,
Croatia,-0.6629999999999999
Cuba,
Curaçao,
Cyprus,
Czechia,-0.442
Côte d'Ivoire,
Dem. Rep. Congo,
Denmark,-0.028999999999999998
Djibouti,
Dominica,
Dominican Republic,
Ecuador,
Egypt,
El Salvador,
Equatorial Guinea,
Eritrea,
Estonia,0.264
eSwatini,
Ethiopia,
Falkland Islands (Islas Malvinas),
Faroe Islands,-0.139
Fiji,
Finland,0.5379999999999999
France,-0.782
French Guiana,
French Polynesia,
French Southern and Antarctic Lands,
Gabon,
Gambia,
Georgia,
Germany,-0.608
Ghana,
Greece,
Greenland,
Grenada,
Guadeloupe,
Guam,
Guatemala,
Guernsey,-0.782
Guinea,
Guinea-Bissau,
Guyana,
Haiti,
Heard Island and McDonald Islands,
Honduras,
Hong Kong,
Hungary,-0.6659999999999999
Iceland,
India,
Indonesia,
Iran,
Iraq,
Ireland,-0.868
Isle of Man,-0.787
Israel,
Italy,-0.654
Jamaica,
Japan,
Jersey,-0.782
Jordan,
Kazakhstan,
Kenya,
Kiribati,
Kuwait,
Kyrgyzstan,
Laos,
Latvia,0.128
Lebanon,
Lesotho,
Liberia,
Libya,
Liechtenstein,-0.7759999999999999
Lithuania,-0.022000000000000002
Luxembourg,-0.799
Macau,
Macedonia,-0.6559999999999999
Madagascar,
Malawi,
Malaysia,
Mali,
Malta,
Martinique,
Mauritania,
Mauritius,
Mayotte,
Mexico,
Micronesia,
Moldova,-0.612
Monaco,-0.614
Mongolia,
Montenegro,-0.628
Montserrat,
Morocco,
Mozambique,
Myanmar,
Namibia,
Nepal,
Netherlands,-0.624
New Caledonia,
New Zealand,
Nicaragua,
Niger,
Nigeria,
Niue,
North Korea,
Northern Mariana Islands,
Norway,0.593
Oman,
Pakistan,
Palau,
Palestina,
Panama,
Papua New Guinea,
Paraguay,
Peru,
Philippines,
Poland,-0.36200000000000004
Portugal,
Puerto Rico,
Qatar,
Reunion,
Romania,-0.644
Russia,
Rwanda,
Saint Barthélemy,
Saint Kitts and Nevis,
Saint Lucia,
Saint Martin,
Saint Pierre and Miquelon,-0.48700000000000004
Saint Vincent and the Grenadines,
Samoa,
San Marino,-0.682
Sao Tome and Principe,
Saudi Arabia,
Senegal,
Serbia,-0.42
Seychelles,
Sierra Leone,
Singapore,
Sint Maarten,
Slovakia,-0.654
Slovenia,-0.677
Solomon Islands,
Somalia,
South Africa,
South Georgia and the South Sandwich Isla,
South Korea,
Spain,-0.654
Sri Lanka,
Sudan,
Suriname,
Svalbard and Jan Mayen,0.299
Sweden,0.647
Switzerland,-0.818
Syria,
Taiwan,
Tajikistan,
Tanzania,
Thailand,
Timor-Leste,
Togo,
Tonga,
Trinidad and Tobago,
Tunisia,
Turkey,
Turkmenistan,
Turks and Caicas Islands,
Uganda,
Ukraine,-0.537
United Arab Emirates,
United Kingdom,-0.773
United States of America,
Uruguay,
Uzbekistan,
Venezuela,
Vietnam,
Virgin Islands,
Western Sahara,
Yemen,
Zambia,
Zimbabwe,
Åland,0.5710000000000001
Global Land,-0.385
