Country,Anomaly
Afghanistan,1.314
Albania,0.902
Algeria,1.2009999999999998
American Samoa,0.973
Andorra,1.093
Angola,1.016
Anguilla,0.685
Antarctica,1.058
Antigua and Barbuda,0.774
Argentina,0.252
Armenia,0.5670000000000001
Aruba,0.648
Australia,0.83
Austria,1.608
Azerbaijan,0.71
Bahamas,0.833
Bahrain,1.133
Bangladesh,0.41600000000000004
Barbados,0.547
Belarus,1.693
Belgium,1.446
Belize,0.42100000000000004
Benin,0.7659999999999999
Bhutan,0.39399999999999996
Bolivia,0.691
Bosnia and Herzegovina,1.48
Botswana,1.023
Brazil,0.9640000000000001
British Virgin Islands,0.7390000000000001
Bulgaria,1.093
Burkina Faso,0.956
Burundi,0.851
Cambodia,0.779
Cameroon,0.8140000000000001
Canada,0.5479999999999999
Cape Verde,0.9309999999999999
Cayman Islands,0.664
Central African Republic,0.863
Chad,0.731
Chile,0.083
China,1.078
Colombia,0.746
Comoros,0.912
Congo,0.501
Costa Rica,0.63
Croatia,1.5590000000000002
Cuba,0.7190000000000001
Curaçao,0.603
Cyprus,0.594
Czechia,1.4140000000000001
Côte d'Ivoire,0.695
Dem. Rep. Congo,0.732
Denmark,1.444
Djibouti,1.068
Dominica,0.5770000000000001
Dominican Republic,0.7390000000000001
Ecuador,0.711
Egypt,0.7
El Salvador,0.564
Equatorial Guinea,0.741
Eritrea,1.0070000000000001
Estonia,1.3219999999999998
eSwatini,0.653
Ethiopia,1.074
Falkland Islands (Islas Malvinas),-0.19899999999999998
Faroe Islands,1.102
Fiji,0.77
Finland,0.8440000000000001
France,1.27
French Guiana,0.598
French Polynesia,0.7879999999999999
French Southern and Antarctic Lands,0.408
Gabon,0.745
Gambia,1.189
Georgia,0.615
Germany,1.4
Ghana,0.8029999999999999
Greece,0.6920000000000001
Greenland,1.411
Grenada,0.526
Guadeloupe,0.657
Guam,0.515
Guatemala,0.409
Guernsey,1.203
Guinea,1.0290000000000001
Guinea-Bissau,1.1179999999999999
Guyana,0.614
Haiti,0.6509999999999999
Heard Island and McDonald Islands,0.413
Honduras,0.419
Hong Kong,0.799
Hungary,1.579
Iceland,0.917
India,0.77
Indonesia,0.6779999999999999
Iran,1.3
Iraq,0.6809999999999999
Ireland,0.9079999999999999
Isle of Man,1.013
Israel,0.612
Italy,1.12
Jamaica,0.594
Japan,0.652
Jersey,1.203
Jordan,0.525
Kazakhstan,1.8319999999999999
Kenya,0.857
Kiribati,0.993
Kuwait,1.0
Kyrgyzstan,1.4769999999999999
Laos,0.573
Latvia,1.516
Lebanon,0.597
Lesotho,0.612
Liberia,0.7559999999999999
Libya,0.83
Liechtenstein,1.601
Lithuania,1.689
Luxembourg,1.4469999999999998
Macau,0.7440000000000001
Macedonia,0.87
Madagascar,0.8140000000000001
Malawi,0.848
Malaysia,0.727
Mali,1.113
Malta,1.11
Martinique,0.5579999999999999
Mauritania,1.109
Mauritius,0.8009999999999999
Mayotte,0.95
Mexico,0.361
Micronesia,0.743
Moldova,1.253
Monaco,1.1320000000000001
Mongolia,1.7169999999999999
Montenegro,1.188
Montserrat,0.682
Morocco,1.1340000000000001
Mozambique,0.857
Myanmar,0.38299999999999995
Namibia,1.091
Nepal,0.588
Netherlands,1.392
New Caledonia,0.619
New Zealand,0.369
Nicaragua,0.431
Niger,0.665
Nigeria,0.8290000000000001
Niue,0.7390000000000001
North Korea,0.887
Northern Mariana Islands,0.413
Norway,1.202
Oman,0.8270000000000001
Pakistan,1.089
Palau,0.6659999999999999
Palestina,0.61
Panama,0.764
Papua New Guinea,0.6729999999999999
Paraguay,1.337
Peru,0.5660000000000001
Philippines,0.635
Poland,1.5759999999999998
Portugal,0.8190000000000001
Puerto Rico,0.9329999999999999
Qatar,1.137
Reunion,0.7809999999999999
Romania,1.4509999999999998
Russia,1.2919999999999998
Rwanda,0.873
Saint Barthélemy,0.711
Saint Kitts and Nevis,0.7929999999999999
Saint Lucia,0.557
Saint Martin,0.685
Saint Pierre and Miquelon,-0.155
Saint Vincent and the Grenadines,0.56
Samoa,0.8959999999999999
San Marino,1.314
Sao Tome and Principe,0.602
Saudi Arabia,0.872
Senegal,1.1440000000000001
Serbia,1.2919999999999998
Seychelles,0.653
Sierra Leone,0.92
Singapore,0.696
Sint Maarten,0.685
Slovakia,1.389
Slovenia,1.661
Solomon Islands,0.623
Somalia,0.852
South Africa,0.609
South Georgia and the South Sandwich Isla,0.255
South Korea,0.672
Spain,1.025
Sri Lanka,0.6859999999999999
Sudan,0.863
Suriname,0.6729999999999999
Svalbard and Jan Mayen,1.315
Sweden,1.2830000000000001
Switzerland,1.3840000000000001
Syria,0.504
Taiwan,1.041
Tajikistan,1.16
Tanzania,0.621
Thailand,0.604
Timor-Leste,0.6
Togo,0.775
Tonga,0.779
Trinidad and Tobago,0.465
Tunisia,1.341
Turkey,0.44299999999999995
Turkmenistan,1.248
Turks and Caicas Islands,0.8220000000000001
Uganda,0.902
Ukraine,1.396
United Arab Emirates,1.069
United Kingdom,1.1159999999999999
United States of America,1.028
Uruguay,0.5529999999999999
Uzbekistan,1.31
Venezuela,0.687
Vietnam,0.6970000000000001
Virgin Islands,0.873
Western Sahara,1.109
Yemen,0.872
Zambia,0.96
Zimbabwe,0.922
Åland,1.3840000000000001
Global Land,0.973
