,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-1.58,-0.62,2.66,7.09,12.04,15.99,17.90,17.37,13.81,8.86,4.00,0.29
1,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.13
