,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,25.95,26.09,26.34,26.41,26.82,26.80,26.76,26.63,26.41,26.25,26.25,25.97
1,1.14,1.14,1.16,1.19,1.14,1.14,1.14,1.14,1.17,1.22,1.14,1.15
