,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,26.47,26.57,26.61,26.54,26.42,26.14,25.69,25.67,25.97,26.02,26.28,26.33
1,0.65,0.65,0.64,0.63,0.64,0.67,0.68,0.64,0.64,0.65,0.64,0.64
