,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,23.63,23.52,22.85,21.23,18.55,15.89,15.74,18.23,21.65,24.15,24.22,23.62
1,0.15,0.14,0.13,0.12,0.12,0.15,0.16,0.14,0.12,0.11,0.13,0.15
