Country,Anomaly
Afghanistan,
Albania,-0.8109999999999999
Algeria,
American Samoa,
Andorra,-0.21600000000000003
Angola,
Anguilla,-0.705
Antarctica,
Antigua and Barbuda,
Argentina,
Armenia,-0.511
Aruba,-0.746
Australia,
Austria,-0.914
Azerbaijan,-0.519
Bahamas,-0.657
Bahrain,
Bangladesh,-1.088
Barbados,-0.7440000000000001
Belarus,-0.747
Belgium,-0.705
Belize,
Benin,
Bhutan,-0.895
Bolivia,
Bosnia and Herzegovina,-0.877
Botswana,
Brazil,
British Virgin Islands,-0.696
Bulgaria,-0.746
Burkina Faso,
Burundi,
Cambodia,-1.048
Cameroon,
Canada,-0.512
Cape Verde,
Cayman Islands,-0.657
Central African Republic,
Chad,
Chile,
China,-0.397
Colombia,
Comoros,
Congo,
Costa Rica,
Croatia,-0.85
Cuba,-0.564
Curaçao,-0.847
Cyprus,-0.28
Czechia,-1.01
Côte d'Ivoire,
Dem. Rep. Congo,
Denmark,-0.551
Djibouti,
Dominica,-0.726
Dominican Republic,
Ecuador,
Egypt,
El Salvador,
Equatorial Guinea,
Eritrea,
Estonia,-0.374
eSwatini,
Ethiopia,
Falkland Islands (Islas Malvinas),
Faroe Islands,-0.006
Fiji,
Finland,-0.012
France,-0.46299999999999997
French Guiana,-0.858
French Polynesia,
French Southern and Antarctic Lands,
Gabon,
Gambia,
Georgia,-0.593
Germany,-0.841
Ghana,
Greece,-0.6509999999999999
Greenland,0.768
Grenada,-0.758
Guadeloupe,-0.746
Guam,
Guatemala,
Guernsey,-0.316
Guinea,
Guinea-Bissau,
Guyana,-0.802
Haiti,
Heard Island and McDonald Islands,
Honduras,
Hong Kong,-0.7809999999999999
Hungary,-1.074
Iceland,0.43799999999999994
India,
Indonesia,
Iran,
Iraq,
Ireland,-0.188
Isle of Man,-0.18
Israel,
Italy,-0.6679999999999999
Jamaica,
Japan,-0.598
Jersey,-0.316
Jordan,
Kazakhstan,-0.6920000000000001
Kenya,
Kiribati,
Kuwait,
Kyrgyzstan,
Laos,-1.056
Latvia,-0.585
Lebanon,-0.315
Lesotho,
Liberia,
Libya,
Liechtenstein,-0.877
Lithuania,-0.713
Luxembourg,-0.746
Macau,-0.8029999999999999
Macedonia,-0.816
Madagascar,
Malawi,
Malaysia,
Mali,
Malta,-0.521
Martinique,-0.774
Mauritania,
Mauritius,
Mayotte,
Mexico,
Micronesia,
Moldova,-1.028
Monaco,-0.449
Mongolia,-0.098
Montenegro,-0.862
Montserrat,-0.74
Morocco,-0.36700000000000005
Mozambique,
Myanmar,-1.139
Namibia,
Nepal,-0.857
Netherlands,-0.745
New Caledonia,
New Zealand,
Nicaragua,
Niger,
Nigeria,
Niue,
North Korea,-0.221
Northern Mariana Islands,
Norway,-0.045
Oman,
Pakistan,
Palau,
Palestina,
Panama,
Papua New Guinea,
Paraguay,
Peru,
Philippines,
Poland,-0.925
Portugal,-0.24600000000000002
Puerto Rico,
Qatar,
Reunion,
Romania,-1.075
Russia,-0.34600000000000003
Rwanda,
Saint Barthélemy,-0.7559999999999999
Saint Kitts and Nevis,
Saint Lucia,-0.742
Saint Martin,-0.705
Saint Pierre and Miquelon,-0.595
Saint Vincent and the Grenadines,-0.7440000000000001
Samoa,
San Marino,-0.708
Sao Tome and Principe,
Saudi Arabia,
Senegal,
Serbia,-0.9670000000000001
Seychelles,
Sierra Leone,
Singapore,
Sint Maarten,-0.705
Slovakia,-1.141
Slovenia,-0.779
Solomon Islands,
Somalia,
South Africa,
South Georgia and the South Sandwich Isla,
South Korea,-0.294
Spain,-0.21899999999999997
Sri Lanka,
Sudan,
Suriname,-0.812
Svalbard and Jan Mayen,0.297
Sweden,-0.177
Switzerland,-0.8440000000000001
Syria,-0.348
Taiwan,-0.58
Tajikistan,
Tanzania,
Thailand,-1.155
Timor-Leste,
Togo,
Tonga,
Trinidad and Tobago,-0.767
Tunisia,-0.377
Turkey,-0.358
Turkmenistan,
Turks and Caicas Islands,-0.632
Uganda,
Ukraine,-0.9990000000000001
United Arab Emirates,
United Kingdom,-0.31
United States of America,-0.905
Uruguay,
Uzbekistan,
Venezuela,-0.775
Vietnam,-0.953
Virgin Islands,
Western Sahara,
Yemen,
Zambia,
Zimbabwe,
Åland,-0.33799999999999997
Global Land,-0.544
